County,Year,Quarter,Medication_Assisted_Treatment,Beneficiaries,Status,Annotation,Annotation_Description,,
Imperial,2016,Q4,Naltrexone,15,F,,,,
Imperial,2017,Q1,Naltrexone,18,F,,,,
Imperial,2017,Q2,Naltrexone,20,F,,,,
Imperial,2017,Q3,Naltrexone,19,F,,,,
Imperial,2017,Q4,Naltrexone,15,F,,,,
Imperial,2018,Q1,Naltrexone,18,F,,,,
Imperial,2018,Q2,Naltrexone,21,F,,,,
Imperial,2018,Q3,Naltrexone,17,F,,,,
Imperial,2018,Q4,Naltrexone,22,F,,,,
Imperial,2019,Q1,Naltrexone,26,F,,,,
Imperial,2019,Q2,Naltrexone,26,F,,,,
Imperial,2019,Q3,Naltrexone,25,F,,,,
Imperial,2019,Q4,Naltrexone,43,F,,,,
Imperial,2020,Q1,Naltrexone,51,P,,,,
Inyo / Mono,2014,Q1,Naltrexone,,F,1,cell suppressed for small numbers,,
Inyo / Mono,2014,Q2,Naltrexone,,F,1,cell suppressed for small numbers,,
Inyo / Mono,2014,Q3,Naltrexone,,F,1,cell suppressed for small numbers,,
Inyo / Mono,2014,Q4,Naltrexone,,F,1,cell suppressed for small numbers,,
Inyo / Mono,2015,Q1,Naltrexone,,F,1,cell suppressed for small numbers,,
Inyo / Mono,2015,Q2,Naltrexone,,F,1,cell suppressed for small numbers,,
Inyo / Mono,2015,Q4,Naltrexone,,F,1,cell suppressed for small numbers,,
Inyo / Mono,2016,Q1,Naltrexone,,F,1,cell suppressed for small numbers,,
Inyo / Mono,2016,Q2,Naltrexone,,F,1,cell suppressed for small numbers,,
Inyo / Mono,2016,Q3,Naltrexone,,F,1,cell suppressed for small numbers,,
Inyo / Mono,2016,Q4,Naltrexone,,F,1,cell suppressed for small numbers,,
Inyo / Mono,2017,Q1,Naltrexone,,F,1,cell suppressed for small numbers,,
Inyo / Mono,2017,Q2,Naltrexone,,F,1,cell suppressed for small numbers,,
Inyo / Mono,2017,Q3,Naltrexone,,F,1,cell suppressed for small numbers,,
Inyo / Mono,2017,Q4,Naltrexone,,F,1,cell suppressed for small numbers,,
Inyo / Mono,2018,Q1,Naltrexone,,F,1,cell suppressed for small numbers,,
Inyo / Mono,2018,Q2,Naltrexone,,F,1,cell suppressed for small numbers,,
Inyo / Mono,2018,Q3,Naltrexone,,F,1,cell suppressed for small numbers,,
Inyo / Mono,2018,Q4,Naltrexone,,F,1,cell suppressed for small numbers,,
Inyo / Mono,2019,Q1,Naltrexone,,F,1,cell suppressed for small numbers,,
Inyo / Mono,2019,Q2,Naltrexone,,F,1,cell suppressed for small numbers,,
Inyo / Mono,2019,Q3,Naltrexone,14,F,,,,
Inyo / Mono,2019,Q4,Naltrexone,14,F,,,,
Inyo / Mono,2020,Q1,Naltrexone,13,P,,,,
Kern,2010,Q4,Naltrexone,,F,1,cell suppressed for small numbers,,
Kern,2011,Q4,Naltrexone,,F,1,cell suppressed for small numbers,,
Kern,2012,Q4,Naltrexone,,F,1,cell suppressed for small numbers,,
Kern,2013,Q4,Naltrexone,,F,1,cell suppressed for small numbers,,
Kern,2014,Q1,Naltrexone,,F,1,cell suppressed for small numbers,,
Kern,2014,Q2,Naltrexone,,F,1,cell suppressed for small numbers,,
Kern,2014,Q3,Naltrexone,,F,1,cell suppressed for small numbers,,
Kern,2014,Q4,Naltrexone,,F,1,cell suppressed for small numbers,,
Kern,2015,Q1,Naltrexone,,F,1,cell suppressed for small numbers,,
Kern,2015,Q2,Naltrexone,11,F,,,,
Kern,2015,Q3,Naltrexone,18,F,,,,
Kern,2015,Q4,Naltrexone,15,F,,,,
Kern,2016,Q1,Naltrexone,23,F,,,,
Kern,2016,Q2,Naltrexone,26,F,,,,
Kern,2016,Q3,Naltrexone,22,F,,,,
Kern,2016,Q4,Naltrexone,15,F,,,,
Kern,2017,Q1,Naltrexone,21,F,,,,
Kern,2017,Q2,Naltrexone,22,F,,,,
Kern,2017,Q3,Naltrexone,26,F,,,,
Kern,2017,Q4,Naltrexone,35,F,,,,
Kern,2018,Q1,Naltrexone,39,F,,,,
Kern,2018,Q2,Naltrexone,44,F,,,,
Kern,2018,Q3,Naltrexone,47,F,,,,
Kern,2018,Q4,Naltrexone,50,F,,,,
Kern,2019,Q1,Naltrexone,50,F,,,,
Kern,2019,Q2,Naltrexone,56,F,,,,
Kern,2019,Q3,Naltrexone,64,F,,,,
Kern,2019,Q4,Naltrexone,79,F,,,,
Kern,2020,Q1,Naltrexone,71,P,,,,
Kings,2010,Q3,Naltrexone,,F,1,cell suppressed for small numbers,,
Kings,2010,Q4,Naltrexone,,F,1,cell suppressed for small numbers,,
Kings,2011,Q1,Naltrexone,,F,1,cell suppressed for small numbers,,
Kings,2011,Q2,Naltrexone,,F,1,cell suppressed for small numbers,,
Kings,2011,Q4,Naltrexone,,F,1,cell suppressed for small numbers,,
Kings,2012,Q1,Naltrexone,,F,1,cell suppressed for small numbers,,
Kings,2014,Q1,Naltrexone,,F,1,cell suppressed for small numbers,,
Kings,2014,Q2,Naltrexone,,F,1,cell suppressed for small numbers,,
Kings,2014,Q3,Naltrexone,,F,1,cell suppressed for small numbers,,
Kings,2014,Q4,Naltrexone,,F,1,cell suppressed for small numbers,,
Kings,2015,Q1,Naltrexone,,F,1,cell suppressed for small numbers,,
Kings,2015,Q2,Naltrexone,,F,1,cell suppressed for small numbers,,
Kings,2015,Q3,Naltrexone,,F,1,cell suppressed for small numbers,,
Kings,2015,Q4,Naltrexone,,F,1,cell suppressed for small numbers,,
Kings,2016,Q1,Naltrexone,,F,1,cell suppressed for small numbers,,
Kings,2016,Q2,Naltrexone,,F,1,cell suppressed for small numbers,,
Kings,2016,Q3,Naltrexone,,F,1,cell suppressed for small numbers,,
Kings,2016,Q4,Naltrexone,,F,1,cell suppressed for small numbers,,
Kings,2017,Q1,Naltrexone,,F,1,cell suppressed for small numbers,,
Kings,2017,Q2,Naltrexone,,F,1,cell suppressed for small numbers,,
Kings,2017,Q3,Naltrexone,,F,1,cell suppressed for small numbers,,
Kings,2017,Q4,Naltrexone,,F,1,cell suppressed for small numbers,,
Kings,2018,Q1,Naltrexone,,F,1,cell suppressed for small numbers,,
Kings,2018,Q2,Naltrexone,,F,1,cell suppressed for small numbers,,
Kings,2018,Q3,Naltrexone,,F,1,cell suppressed for small numbers,,
Kings,2018,Q4,Naltrexone,,F,1,cell suppressed for small numbers,,
Kings,2019,Q1,Naltrexone,,F,1,cell suppressed for small numbers,,
Kings,2019,Q2,Naltrexone,,F,1,cell suppressed for small numbers,,
Kings,2019,Q3,Naltrexone,,F,1,cell suppressed for small numbers,,
Kings,2019,Q4,Naltrexone,19,F,,,,
Kings,2020,Q1,Naltrexone,20,P,,,,
Lake,2012,Q1,Naltrexone,,F,1,cell suppressed for small numbers,,
Lake,2012,Q2,Naltrexone,,F,1,cell suppressed for small numbers,,
Lake,2014,Q1,Naltrexone,,F,1,cell suppressed for small numbers,,
Lake,2014,Q2,Naltrexone,,F,1,cell suppressed for small numbers,,
Lake,2014,Q3,Naltrexone,,F,1,cell suppressed for small numbers,,
Lake,2014,Q4,Naltrexone,,F,1,cell suppressed for small numbers,,
Lake,2015,Q1,Naltrexone,,F,1,cell suppressed for small numbers,,
Lake,2015,Q2,Naltrexone,,F,1,cell suppressed for small numbers,,
Lake,2015,Q3,Naltrexone,,F,1,cell suppressed for small numbers,,
Lake,2015,Q4,Naltrexone,,F,1,cell suppressed for small numbers,,
Lake,2016,Q1,Naltrexone,17,F,,,,
Lake,2016,Q2,Naltrexone,13,F,,,,
Lake,2016,Q3,Naltrexone,15,F,,,,
Lake,2016,Q4,Naltrexone,23,F,,,,
Lake,2017,Q1,Naltrexone,23,F,,,,
Lake,2017,Q2,Naltrexone,15,F,,,,
Lake,2017,Q3,Naltrexone,26,F,,,,
Lake,2017,Q4,Naltrexone,25,F,,,,
Lake,2018,Q1,Naltrexone,29,F,,,,
Lake,2018,Q2,Naltrexone,28,F,,,,
Lake,2018,Q3,Naltrexone,29,F,,,,
Lake,2018,Q4,Naltrexone,19,F,,,,
Lake,2019,Q1,Naltrexone,25,F,,,,
Lake,2019,Q2,Naltrexone,27,F,,,,
Lake,2019,Q3,Naltrexone,41,F,,,,
Lake,2019,Q4,Naltrexone,33,F,,,,
Lake,2020,Q1,Naltrexone,36,P,,,,
Lassen / Modoc,2010,Q2,Naltrexone,,F,1,cell suppressed for small numbers,,
Lassen / Modoc,2010,Q3,Naltrexone,,F,1,cell suppressed for small numbers,,
Lassen / Modoc,2010,Q4,Naltrexone,,F,1,cell suppressed for small numbers,,
Lassen / Modoc,2011,Q1,Naltrexone,,F,1,cell suppressed for small numbers,,
Lassen / Modoc,2011,Q2,Naltrexone,,F,1,cell suppressed for small numbers,,
Lassen / Modoc,2011,Q3,Naltrexone,,F,1,cell suppressed for small numbers,,
Lassen / Modoc,2011,Q4,Naltrexone,,F,1,cell suppressed for small numbers,,
Lassen / Modoc,2012,Q1,Naltrexone,,F,1,cell suppressed for small numbers,,
Lassen / Modoc,2012,Q2,Naltrexone,,F,1,cell suppressed for small numbers,,
Lassen / Modoc,2012,Q3,Naltrexone,,F,1,cell suppressed for small numbers,,
Lassen / Modoc,2012,Q4,Naltrexone,,F,1,cell suppressed for small numbers,,
Lassen / Modoc,2013,Q1,Naltrexone,,F,1,cell suppressed for small numbers,,
Lassen / Modoc,2013,Q2,Naltrexone,,F,1,cell suppressed for small numbers,,
Lassen / Modoc,2013,Q3,Naltrexone,,F,1,cell suppressed for small numbers,,
Lassen / Modoc,2013,Q4,Naltrexone,,F,1,cell suppressed for small numbers,,
Lassen / Modoc,2014,Q1,Naltrexone,,F,1,cell suppressed for small numbers,,
Lassen / Modoc,2014,Q2,Naltrexone,,F,1,cell suppressed for small numbers,,
Lassen / Modoc,2014,Q3,Naltrexone,,F,1,cell suppressed for small numbers,,
Lassen / Modoc,2014,Q4,Naltrexone,,F,1,cell suppressed for small numbers,,
Lassen / Modoc,2015,Q1,Naltrexone,,F,1,cell suppressed for small numbers,,
Lassen / Modoc,2015,Q2,Naltrexone,11,F,,,,
Lassen / Modoc,2015,Q3,Naltrexone,,F,1,cell suppressed for small numbers,,
Lassen / Modoc,2015,Q4,Naltrexone,,F,1,cell suppressed for small numbers,,
Lassen / Modoc,2016,Q1,Naltrexone,,F,1,cell suppressed for small numbers,,
Lassen / Modoc,2016,Q2,Naltrexone,,F,1,cell suppressed for small numbers,,
Lassen / Modoc,2016,Q3,Naltrexone,,F,1,cell suppressed for small numbers,,
Lassen / Modoc,2016,Q4,Naltrexone,,F,1,cell suppressed for small numbers,,
Lassen / Modoc,2017,Q1,Naltrexone,,F,1,cell suppressed for small numbers,,
Lassen / Modoc,2017,Q2,Naltrexone,,F,1,cell suppressed for small numbers,,
Lassen / Modoc,2017,Q3,Naltrexone,,F,1,cell suppressed for small numbers,,
Lassen / Modoc,2017,Q4,Naltrexone,,F,1,cell suppressed for small numbers,,
Lassen / Modoc,2018,Q1,Naltrexone,12,F,,,,
Lassen / Modoc,2018,Q2,Naltrexone,,F,1,cell suppressed for small numbers,,
Lassen / Modoc,2018,Q3,Naltrexone,,F,1,cell suppressed for small numbers,,
Lassen / Modoc,2018,Q4,Naltrexone,,F,1,cell suppressed for small numbers,,
Lassen / Modoc,2019,Q1,Naltrexone,,F,1,cell suppressed for small numbers,,
Lassen / Modoc,2019,Q2,Naltrexone,16,F,,,,
Lassen / Modoc,2019,Q3,Naltrexone,21,F,,,,
Lassen / Modoc,2019,Q4,Naltrexone,20,F,,,,
Lassen / Modoc,2020,Q1,Naltrexone,22,P,,,,
Los Angeles,2010,Q1,Naltrexone,29,F,,,,
Los Angeles,2010,Q2,Naltrexone,24,F,,,,
Los Angeles,2010,Q3,Naltrexone,26,F,,,,
Los Angeles,2010,Q4,Naltrexone,30,F,,,,
Los Angeles,2011,Q1,Naltrexone,31,F,,,,
Los Angeles,2011,Q2,Naltrexone,31,F,,,,
Los Angeles,2011,Q3,Naltrexone,23,F,,,,
Los Angeles,2011,Q4,Naltrexone,28,F,,,,
Los Angeles,2012,Q1,Naltrexone,27,F,,,,
Los Angeles,2012,Q2,Naltrexone,26,F,,,,
Los Angeles,2012,Q3,Naltrexone,20,F,,,,
Los Angeles,2012,Q4,Naltrexone,22,F,,,,
Los Angeles,2013,Q1,Naltrexone,22,F,,,,
Los Angeles,2013,Q2,Naltrexone,20,F,,,,
Los Angeles,2013,Q3,Naltrexone,23,F,,,,
Los Angeles,2013,Q4,Naltrexone,26,F,,,,
Los Angeles,2014,Q1,Naltrexone,91,F,,,,
Los Angeles,2014,Q2,Naltrexone,120,F,,,,
Los Angeles,2014,Q3,Naltrexone,162,F,,,,
Los Angeles,2014,Q4,Naltrexone,181,F,,,,
Los Angeles,2015,Q1,Naltrexone,200,F,,,,
Los Angeles,2015,Q2,Naltrexone,235,F,,,,
Los Angeles,2015,Q3,Naltrexone,272,F,,,,
Los Angeles,2015,Q4,Naltrexone,281,F,,,,
Los Angeles,2016,Q1,Naltrexone,332,F,,,,
Los Angeles,2016,Q2,Naltrexone,338,F,,,,
Los Angeles,2016,Q3,Naltrexone,339,F,,,,
Los Angeles,2016,Q4,Naltrexone,376,F,,,,
Los Angeles,2017,Q1,Naltrexone,470,F,,,,
Los Angeles,2017,Q2,Naltrexone,564,F,,,,
Los Angeles,2017,Q3,Naltrexone,646,F,,,,
Los Angeles,2017,Q4,Naltrexone,659,F,,,,
Los Angeles,2018,Q1,Naltrexone,803,F,,,,
Los Angeles,2018,Q2,Naltrexone,954,F,,,,
Los Angeles,2018,Q3,Naltrexone,1036,F,,,,
Los Angeles,2018,Q4,Naltrexone,1142,F,,,,
Los Angeles,2019,Q1,Naltrexone,1243,F,,,,
Los Angeles,2019,Q2,Naltrexone,1349,F,,,,
Los Angeles,2019,Q3,Naltrexone,1577,F,,,,
Los Angeles,2019,Q4,Naltrexone,1681,F,,,,
Los Angeles,2020,Q1,Naltrexone,1760,P,,,,
Madera,2010,Q1,Naltrexone,,F,1,cell suppressed for small numbers,,
Madera,2010,Q2,Naltrexone,,F,1,cell suppressed for small numbers,,
Madera,2010,Q3,Naltrexone,,F,1,cell suppressed for small numbers,,
Madera,2014,Q1,Naltrexone,,F,1,cell suppressed for small numbers,,
Madera,2015,Q1,Naltrexone,,F,1,cell suppressed for small numbers,,
Madera,2015,Q2,Naltrexone,,F,1,cell suppressed for small numbers,,
Madera,2015,Q3,Naltrexone,,F,1,cell suppressed for small numbers,,
Madera,2015,Q4,Naltrexone,,F,1,cell suppressed for small numbers,,
Madera,2016,Q4,Naltrexone,,F,1,cell suppressed for small numbers,,
Madera,2017,Q1,Naltrexone,,F,1,cell suppressed for small numbers,,
Madera,2017,Q3,Naltrexone,,F,1,cell suppressed for small numbers,,
Madera,2017,Q4,Naltrexone,,F,1,cell suppressed for small numbers,,
Madera,2018,Q1,Naltrexone,,F,1,cell suppressed for small numbers,,
Madera,2018,Q2,Naltrexone,,F,1,cell suppressed for small numbers,,
Madera,2018,Q3,Naltrexone,,F,1,cell suppressed for small numbers,,
Madera,2018,Q4,Naltrexone,,F,1,cell suppressed for small numbers,,
Madera,2019,Q1,Naltrexone,,F,1,cell suppressed for small numbers,,
Madera,2019,Q2,Naltrexone,,F,1,cell suppressed for small numbers,,
Madera,2019,Q3,Naltrexone,,F,1,cell suppressed for small numbers,,
Madera,2019,Q4,Naltrexone,,F,1,cell suppressed for small numbers,,
Madera,2020,Q1,Naltrexone,,P,1,cell suppressed for small numbers,,
Marin,2010,Q1,Naltrexone,,F,1,cell suppressed for small numbers,,
Marin,2010,Q2,Naltrexone,,F,1,cell suppressed for small numbers,,
Marin,2010,Q4,Naltrexone,,F,1,cell suppressed for small numbers,,
Marin,2011,Q1,Naltrexone,,F,1,cell suppressed for small numbers,,
Marin,2012,Q2,Naltrexone,,F,1,cell suppressed for small numbers,,
Marin,2012,Q3,Naltrexone,,F,1,cell suppressed for small numbers,,
Marin,2012,Q4,Naltrexone,,F,1,cell suppressed for small numbers,,
Marin,2013,Q1,Naltrexone,,F,1,cell suppressed for small numbers,,
Marin,2013,Q2,Naltrexone,,F,1,cell suppressed for small numbers,,
Marin,2013,Q3,Naltrexone,,F,1,cell suppressed for small numbers,,
Marin,2013,Q4,Naltrexone,,F,1,cell suppressed for small numbers,,
Marin,2014,Q1,Naltrexone,,F,1,cell suppressed for small numbers,,
Marin,2014,Q2,Naltrexone,11,F,,,,
Marin,2014,Q3,Naltrexone,20,F,,,,
Marin,2014,Q4,Naltrexone,13,F,,,,
Marin,2015,Q1,Naltrexone,12,F,,,,
Marin,2015,Q2,Naltrexone,37,F,,,,
Marin,2015,Q3,Naltrexone,39,F,,,,
Marin,2015,Q4,Naltrexone,41,F,,,,
Marin,2016,Q1,Naltrexone,35,F,,,,
Marin,2016,Q2,Naltrexone,37,F,,,,
Marin,2016,Q3,Naltrexone,34,F,,,,
Marin,2016,Q4,Naltrexone,28,F,,,,
Marin,2017,Q1,Naltrexone,36,F,,,,
Marin,2017,Q2,Naltrexone,51,F,,,,
Marin,2017,Q3,Naltrexone,74,F,,,,
Marin,2017,Q4,Naltrexone,60,F,,,,
Marin,2018,Q1,Naltrexone,79,F,,,,
Marin,2018,Q2,Naltrexone,66,F,,,,
Marin,2018,Q3,Naltrexone,74,F,,,,
Marin,2018,Q4,Naltrexone,63,F,,,,
Marin,2019,Q1,Naltrexone,61,F,,,,
Marin,2019,Q2,Naltrexone,62,F,,,,
Marin,2019,Q3,Naltrexone,57,F,,,,
Marin,2019,Q4,Naltrexone,56,F,,,,
Marin,2020,Q1,Naltrexone,58,P,,,,
Mendocino,2010,Q2,Naltrexone,,F,1,cell suppressed for small numbers,,
Mendocino,2011,Q2,Naltrexone,,F,1,cell suppressed for small numbers,,
Mendocino,2012,Q1,Naltrexone,,F,1,cell suppressed for small numbers,,
Mendocino,2012,Q2,Naltrexone,,F,1,cell suppressed for small numbers,,
Mendocino,2012,Q3,Naltrexone,,F,1,cell suppressed for small numbers,,
Mendocino,2013,Q1,Naltrexone,,F,1,cell suppressed for small numbers,,
Mendocino,2013,Q2,Naltrexone,,F,1,cell suppressed for small numbers,,
Mendocino,2013,Q3,Naltrexone,,F,1,cell suppressed for small numbers,,
Mendocino,2013,Q4,Naltrexone,,F,1,cell suppressed for small numbers,,
Mendocino,2014,Q1,Naltrexone,,F,1,cell suppressed for small numbers,,
Mendocino,2014,Q2,Naltrexone,,F,1,cell suppressed for small numbers,,
Mendocino,2014,Q3,Naltrexone,,F,1,cell suppressed for small numbers,,
Mendocino,2014,Q4,Naltrexone,,F,1,cell suppressed for small numbers,,
Mendocino,2015,Q1,Naltrexone,,F,1,cell suppressed for small numbers,,
Mendocino,2015,Q2,Naltrexone,,F,1,cell suppressed for small numbers,,
Mendocino,2015,Q3,Naltrexone,,F,1,cell suppressed for small numbers,,
Mendocino,2015,Q4,Naltrexone,,F,1,cell suppressed for small numbers,,
Mendocino,2016,Q1,Naltrexone,13,F,,,,
Mendocino,2016,Q2,Naltrexone,,F,1,cell suppressed for small numbers,,
Mendocino,2016,Q3,Naltrexone,,F,1,cell suppressed for small numbers,,
Mendocino,2016,Q4,Naltrexone,11,F,,,,
Mendocino,2017,Q1,Naltrexone,18,F,,,,
Mendocino,2017,Q2,Naltrexone,17,F,,,,
Mendocino,2017,Q3,Naltrexone,20,F,,,,
Mendocino,2017,Q4,Naltrexone,15,F,,,,
Mendocino,2018,Q1,Naltrexone,16,F,,,,
Mendocino,2018,Q2,Naltrexone,14,F,,,,
Mendocino,2018,Q3,Naltrexone,20,F,,,,
Mendocino,2018,Q4,Naltrexone,16,F,,,,
Mendocino,2019,Q1,Naltrexone,22,F,,,,
Mendocino,2019,Q2,Naltrexone,25,F,,,,
Mendocino,2019,Q3,Naltrexone,32,F,,,,
Mendocino,2019,Q4,Naltrexone,32,F,,,,
Mendocino,2020,Q1,Naltrexone,32,P,,,,
Merced/Mariposa,2014,Q3,Naltrexone,,F,1,cell suppressed for small numbers,,
Merced/Mariposa,2014,Q4,Naltrexone,,F,1,cell suppressed for small numbers,,
Merced/Mariposa,2015,Q1,Naltrexone,,F,1,cell suppressed for small numbers,,
Merced/Mariposa,2015,Q2,Naltrexone,,F,1,cell suppressed for small numbers,,
Merced/Mariposa,2015,Q3,Naltrexone,,F,1,cell suppressed for small numbers,,
Merced/Mariposa,2015,Q4,Naltrexone,,F,1,cell suppressed for small numbers,,
Merced/Mariposa,2016,Q1,Naltrexone,,F,1,cell suppressed for small numbers,,
Merced/Mariposa,2016,Q2,Naltrexone,,F,1,cell suppressed for small numbers,,
Merced/Mariposa,2016,Q3,Naltrexone,,F,1,cell suppressed for small numbers,,
Merced/Mariposa,2016,Q4,Naltrexone,,F,1,cell suppressed for small numbers,,
Merced/Mariposa,2017,Q1,Naltrexone,,F,1,cell suppressed for small numbers,,
Merced/Mariposa,2017,Q2,Naltrexone,14,F,,,,
Merced/Mariposa,2017,Q3,Naltrexone,15,F,,,,
Merced/Mariposa,2017,Q4,Naltrexone,,F,1,cell suppressed for small numbers,,
Merced/Mariposa,2018,Q1,Naltrexone,11,F,,,,
Merced/Mariposa,2018,Q2,Naltrexone,17,F,,,,
Merced/Mariposa,2018,Q3,Naltrexone,17,F,,,,
Merced/Mariposa,2018,Q4,Naltrexone,14,F,,,,
Merced/Mariposa,2019,Q1,Naltrexone,15,F,,,,
Merced/Mariposa,2019,Q2,Naltrexone,20,F,,,,
Merced/Mariposa,2019,Q3,Naltrexone,12,F,,,,
Merced/Mariposa,2019,Q4,Naltrexone,11,F,,,,
Merced/Mariposa,2020,Q1,Naltrexone,18,P,,,,
Monterey,2010,Q3,Naltrexone,,F,1,cell suppressed for small numbers,,
Monterey,2010,Q4,Naltrexone,,F,1,cell suppressed for small numbers,,
Monterey,2011,Q1,Naltrexone,,F,1,cell suppressed for small numbers,,
Monterey,2011,Q2,Naltrexone,,F,1,cell suppressed for small numbers,,
Monterey,2011,Q3,Naltrexone,,F,1,cell suppressed for small numbers,,
Monterey,2011,Q4,Naltrexone,,F,1,cell suppressed for small numbers,,
Monterey,2012,Q1,Naltrexone,,F,1,cell suppressed for small numbers,,
Monterey,2012,Q2,Naltrexone,,F,1,cell suppressed for small numbers,,
Monterey,2012,Q3,Naltrexone,,F,1,cell suppressed for small numbers,,
Monterey,2012,Q4,Naltrexone,,F,1,cell suppressed for small numbers,,
Monterey,2013,Q2,Naltrexone,,F,1,cell suppressed for small numbers,,
Monterey,2013,Q3,Naltrexone,,F,1,cell suppressed for small numbers,,
Monterey,2013,Q4,Naltrexone,,F,1,cell suppressed for small numbers,,
Monterey,2014,Q1,Naltrexone,15,F,,,,
Monterey,2014,Q2,Naltrexone,16,F,,,,
Monterey,2014,Q3,Naltrexone,25,F,,,,
Monterey,2014,Q4,Naltrexone,38,F,,,,
Monterey,2015,Q1,Naltrexone,51,F,,,,
Monterey,2015,Q2,Naltrexone,57,F,,,,
Monterey,2015,Q3,Naltrexone,62,F,,,,
Monterey,2015,Q4,Naltrexone,77,F,,,,
Monterey,2016,Q1,Naltrexone,90,F,,,,
Monterey,2016,Q2,Naltrexone,83,F,,,,
Monterey,2016,Q3,Naltrexone,74,F,,,,
Monterey,2016,Q4,Naltrexone,72,F,,,,
Monterey,2017,Q1,Naltrexone,77,F,,,,
Monterey,2017,Q2,Naltrexone,76,F,,,,
Monterey,2017,Q3,Naltrexone,68,F,,,,
Monterey,2017,Q4,Naltrexone,66,F,,,,
Monterey,2018,Q1,Naltrexone,87,F,,,,
Monterey,2018,Q2,Naltrexone,88,F,,,,
Monterey,2018,Q3,Naltrexone,93,F,,,,
Monterey,2018,Q4,Naltrexone,74,F,,,,
Monterey,2019,Q1,Naltrexone,83,F,,,,
Monterey,2019,Q2,Naltrexone,72,F,,,,
Monterey,2019,Q3,Naltrexone,89,F,,,,
Monterey,2019,Q4,Naltrexone,102,F,,,,
Monterey,2020,Q1,Naltrexone,115,P,,,,
Napa,2010,Q1,Naltrexone,,F,1,cell suppressed for small numbers,,
Napa,2010,Q2,Naltrexone,,F,1,cell suppressed for small numbers,,
Napa,2010,Q3,Naltrexone,,F,1,cell suppressed for small numbers,,
Napa,2010,Q4,Naltrexone,,F,1,cell suppressed for small numbers,,
Napa,2011,Q1,Naltrexone,,F,1,cell suppressed for small numbers,,
Napa,2011,Q2,Naltrexone,,F,1,cell suppressed for small numbers,,
Napa,2011,Q3,Naltrexone,,F,1,cell suppressed for small numbers,,
Napa,2011,Q4,Naltrexone,,F,1,cell suppressed for small numbers,,
Napa,2012,Q1,Naltrexone,,F,1,cell suppressed for small numbers,,
Napa,2012,Q2,Naltrexone,,F,1,cell suppressed for small numbers,,
Napa,2012,Q3,Naltrexone,,F,1,cell suppressed for small numbers,,
Napa,2012,Q4,Naltrexone,,F,1,cell suppressed for small numbers,,
Napa,2013,Q1,Naltrexone,,F,1,cell suppressed for small numbers,,
Napa,2013,Q2,Naltrexone,,F,1,cell suppressed for small numbers,,
Napa,2013,Q3,Naltrexone,,F,1,cell suppressed for small numbers,,
Napa,2013,Q4,Naltrexone,,F,1,cell suppressed for small numbers,,
Napa,2014,Q1,Naltrexone,,F,1,cell suppressed for small numbers,,
Napa,2014,Q2,Naltrexone,,F,1,cell suppressed for small numbers,,
Napa,2014,Q3,Naltrexone,,F,1,cell suppressed for small numbers,,
Napa,2014,Q4,Naltrexone,,F,1,cell suppressed for small numbers,,
Napa,2015,Q1,Naltrexone,,F,1,cell suppressed for small numbers,,
Napa,2015,Q2,Naltrexone,,F,1,cell suppressed for small numbers,,
Napa,2015,Q3,Naltrexone,,F,1,cell suppressed for small numbers,,
Napa,2015,Q4,Naltrexone,,F,1,cell suppressed for small numbers,,
Napa,2016,Q1,Naltrexone,,F,1,cell suppressed for small numbers,,
Napa,2016,Q2,Naltrexone,,F,1,cell suppressed for small numbers,,
Napa,2016,Q3,Naltrexone,11,F,,,,
Napa,2016,Q4,Naltrexone,13,F,,,,
Napa,2017,Q1,Naltrexone,19,F,,,,
Napa,2017,Q2,Naltrexone,29,F,,,,
Napa,2017,Q3,Naltrexone,,F,1,cell suppressed for small numbers,,
Napa,2017,Q4,Naltrexone,11,F,,,,
Napa,2018,Q1,Naltrexone,15,F,,,,
Napa,2018,Q2,Naltrexone,25,F,,,,
Napa,2018,Q3,Naltrexone,22,F,,,,
Napa,2018,Q4,Naltrexone,19,F,,,,
Napa,2019,Q1,Naltrexone,24,F,,,,
Napa,2019,Q2,Naltrexone,31,F,,,,
Napa,2019,Q3,Naltrexone,29,F,,,,
Napa,2019,Q4,Naltrexone,25,F,,,,
Napa,2020,Q1,Naltrexone,25,P,,,,
Nevada,2011,Q1,Naltrexone,,F,1,cell suppressed for small numbers,,
Nevada,2011,Q2,Naltrexone,,F,1,cell suppressed for small numbers,,
Nevada,2011,Q3,Naltrexone,,F,1,cell suppressed for small numbers,,
Nevada,2011,Q4,Naltrexone,,F,1,cell suppressed for small numbers,,
Nevada,2012,Q1,Naltrexone,,F,1,cell suppressed for small numbers,,
Nevada,2012,Q2,Naltrexone,,F,1,cell suppressed for small numbers,,
Nevada,2012,Q3,Naltrexone,,F,1,cell suppressed for small numbers,,
Nevada,2012,Q4,Naltrexone,,F,1,cell suppressed for small numbers,,
Nevada,2013,Q1,Naltrexone,,F,1,cell suppressed for small numbers,,
Nevada,2013,Q2,Naltrexone,,F,1,cell suppressed for small numbers,,
Nevada,2013,Q3,Naltrexone,,F,1,cell suppressed for small numbers,,
Nevada,2013,Q4,Naltrexone,,F,1,cell suppressed for small numbers,,
Nevada,2014,Q1,Naltrexone,,F,1,cell suppressed for small numbers,,
Nevada,2014,Q2,Naltrexone,,F,1,cell suppressed for small numbers,,
